創世記 1 1| 源起頭上帝創造天kap地。
創世記 10 15| 迦南生大kiáⁿ Se-tùn kap Hek；
創世記 10 16| 以及Iâ-pò͘-su人、A-mô͘-lī人、Kek-ka-sat人；
創世記 10 17| Hi-bí人、A-ki人、Se-nî人；
創世記 10 18| A-óa-tí人、Sé-má-lí人，Hap-boa̍t人；後來迦南chiah-ê族分散。
創世記 10 19| 迦南ê境界是tùi Se-tùn ǹg Ki-la̍h-ní ê路，到Ka-sat；koh ǹg所多瑪、蛾摩拉、Ap-má、Sé-phian ê路，到La̍h-sa。
創世記 10 20| 這就是含ê後裔，各照in ê宗族，in ê腔口，tī in ê地土，in ê邦國。
創世記 10 21| 雅弗ê兄閃，做Hi-pek全族ê祖，亦生kiáⁿ。
創世記 10 22| 閃ê kiáⁿ：Í-lân、A-su̍t、A-hoat-sat、Lō͘-tek、A-lân。
創世記 10 23| A-lân ê kiáⁿ：O͘-su、Hō͘-le̍k、Ki-thiap，Má-si。
創世記 10 24| A-hoat-sat生Sa-la̍h；Sa-la̍h生Hi-pek。
創世記 10 25| Hi-pek生兩個kiáⁿ；一個名叫Hoat-le̍k，因為tī伊hit時地就分界；Hoat-le̍k ê小弟名叫Iok-tan。
創世記 10 26| Iok-tan生A-mô͘-tap、Sa-lia̍t、Hap-sat-má-hui、Iâ-la̍h；
創世記 10 27| Hap-to-lân、O͘-sat、Tek-la̍h；
創世記 10 28| Gô-pa-lō͘、A-pí-má-lī、Sī-pa；
創世記 10 29| O-húi、Hap-hui-la̍h、Iok-pa；chiah-ê lóng是Iok-tan ê kiáⁿ。
創世記 10 30| In所khiā起ê地方是tùi Bí-sa到Se-hoat東勢ê山。
創世記 10 31| 這就是閃ê kiaⁿ孫，各照in ê宗族，in ê腔口，tī in ê土地，照in ê邦國。
創世記 10 32| Chiah-ê lóng是挪亞ê kiáⁿ ê宗族，各照in ê世系，in ê邦國；大水以後，in tī地上分做邦國。
創世記 11 1| Hit時天下ê口音、言語，lóng一樣。
創世記 11 2| In徙去東勢ê時chūn，tī Sī-ná地tú-tio̍h一片ê平洋，就tòa tī-hia。
創世記 11 3| In大家參詳講，來ah，咱tio̍h做磚，燒hō͘伊熟。In有磚thang替石，koh有石油thang替灰土。
創世記 11 4| Koh講，來ah，咱tio̍h起城kap塔，塔頂抵天，為咱立一個名，免得咱四散tī全地。
創世記 11 5| 耶和華降臨，beh看世間人所起ê城kap塔。
創世記 11 6| 耶和華講，看ah，chiah-ê百姓lóng合一，言語亦一樣；現今已經起手做chit-ê事；以後in所beh做ê，無一項能禁止。
創世記 11 7| 來ah，咱落來去，tī-hia phah亂in ê口音，hō͘ in ê言語大家bōe相通。
創世記 11 8| Tùi án-ni，耶和華hō͘ in tùi-hia四散tī全地；in就停工，無起hit-ê城。
創世記 11 9| 所以hit-ê城名叫巴別，因為耶和華tī-hia phah亂天下ê言語；耶和華hō͘人tùi-hia四散tī全地上。
創世記 11 10| 閃ê世系記tī下底：閃一百歲，大水以後兩年生A-hoat-sat。
創世記 11 11| 閃生A-hoat-sat了後，iáu活五百年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 12| A-hoat-sat三十五歲生Sa-la̍h。
創世記 11 13| A-hoat-sat生Sa-la̍h了後，iáu活四百連三年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 14| Sa-la̍h三十歲生Hi-pek。
創世記 11 15| Sa-la̍h生Hi-pek了後，iáu活四百連三年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 16| Hi-pek三十四歲生Hoat-le̍k。
創世記 11 17| Hi-pek生Hoat-le̍k了後，iáu活四百三十年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 18| Hoat-le̍k三十歲生La̍h-ngô͘。
創世記 11 19| Hoat-le̍k生La̍h-ngô͘了後，iáu活兩百連九年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 20| La̍h-ngô͘三十二歲生Se-lo̍k。
創世記 11 21| La̍h-ngô͘生Se-lo̍k了後，iáu活兩百連七年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 22| Se-lo̍k三十歲生Ná-ho̍k。
創世記 11 23| Se-lo̍k生Ná-ho̍k了後，iáu活兩百年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 24| Ná-ho̍k二十九歲生Tha-la̍h。
創世記 11 25| Ná-ho̍k生Tha-la̍h了後，iáu活一百十九年，koh有生kiáⁿ cha-bó͘-kiáⁿ。
創世記 11 26| Tha-la̍h七十歲生亞伯蘭、Ná-ho̍k、哈蘭。
創世記 11 27| Tha-la̍h ê世系記tī下底：Tha-la̍h生亞伯蘭、Ná-ho̍k、哈蘭；哈蘭生羅得。
創世記 11 28| 哈蘭死tī伊ê老父Tha-la̍h ê面前，tī伊ê本地Ka-le̍k-tí ê Jíⁿ城。
創世記 11 29| 亞伯蘭、Ná-ho̍k，各有娶bó͘。亞伯蘭ê bó͘名叫撒萊；Ná-ho̍k ê bó͘名叫Bi̍t-ka，是哈蘭ê cha-bó͘-kiáⁿ；哈蘭是Bi̍t-ka ê老父，亦是Í-sū-ka ê老父。
創世記 11 30| 撒萊無懷孕，無kiáⁿ。
創世記 11 31| Tha-la̍h chhōa伊ê kiáⁿ亞伯蘭，kap伊ê孫羅得，就是哈蘭ê kiáⁿ，以及伊ê新婦撒萊，就是伊ê kiáⁿ亞伯蘭ê bó͘，in相kap出Ka-le̍k-tí ê Jíⁿ城；beh去迦南地；in到哈蘭就tòa tī-hia。
創世記 11 32| Tha-la̍h享壽兩百連五歲；Tha-la̍h死tī哈蘭。
創世記 12 1| 耶和華對亞伯蘭講，你tio̍h離開本地、本族，老父ê家，去我所beh指示你ê地。
創世記 12 2| 我beh hō͘你成做大國，我beh賜福你，hō͘你ê名做大，你亦beh hō͘人得tio̍h福氣；
創世記 12 3| 祝福你ê，我beh賜福hō͘ in；咒詛你ê，我beh責罰伊；地上萬族beh因為你得tio̍h福氣。
創世記 12 4| 亞伯蘭照耶和華吩咐ê話，就去；羅得亦kap伊去。亞伯蘭出哈蘭ê時七十五歲。
創世記 12 5| 亞伯蘭帶伊ê bó͘撒萊，kap伊ê姪á羅得；以及in tī哈蘭所積聚ê財物，所得tio̍h ê人額；in就出去，beh去迦南地；in就到迦南地。
創世記 12 6| 亞伯蘭經過hit-ê地，到tī示劍ê所在，到Mô͘-lí ê橡樹；hit時迦南族iáu teh tòa。
創世記 12 7| 耶和華對亞伯蘭出現講，我beh將chit-ê地方賞賜你ê後裔；伊就tī-hia為tio̍h tùi伊出現ê耶和華起一座壇。
創世記 12 8| Tùi hia伊徙到Pek-te̍k-lī東勢ê山，搭布棚；西勢是Pek-te̍k-lī，東勢是Ai；tī-hia為tio̍h耶和華起一座壇，求叫耶和華ê名。
創世記 12 9| 亞伯蘭漸漸徙去南勢ê地。
創世記 12 10| Hit-ê地tú-tio̍h飢荒，亞伯蘭落去埃及，beh tī-hia暫時khiā起；因為hit-ê地飢荒真大。
創世記 12 11| 將近入埃及，就對伊ê bó͘撒萊講，我知你是面貌好看ê婦人人；
創世記 12 12| 埃及人看見你ê時beh講，Chit-ê是伊ê bó͘，in beh thâi死我，來留你活teh。
創世記 12 13| 求你tio̍h講，你是我ê小妹，hō͘我因為你得tio̍h平安；我ê性命亦對你來得tio̍h活。
創世記 12 14| 亞伯蘭到埃及ê時，埃及人看見hit-ê婦人人極其súi。
創世記 12 15| 法老ê人臣看見伊，就對法老o-ló伊；hit-ê婦人人就hō͘人tòa伊入法老ê王宮。
創世記 12 16| 法老因為chit-ê婦人人就好款待亞伯蘭；亞伯蘭就得tio̍h羊、牛、公ê驢、奴僕、女婢、母ê驢，以及駱駝。
創世記 12 17| 耶和華因為亞伯蘭ê bó͘撒萊ê緣故，降大災禍tī法老kap伊全家。
創世記 12 18| 法老就叫亞伯蘭來講，你對我所做ê是甚麼事？啥事無kā我講伊是你ê bó͘？
創世記 12 19| 啥事稱伊做小妹？致到我將伊娶來做我ê bó͘；taⁿ你ê bó͘ tī-chia，thang chhōa伊，做你去。
創世記 12 20| Tùi hit-tia̍p法老為tio̍h伊來吩咐人；in就將伊kap伊ê bó͘ kap伊所有ê，lóng送伊去。
創世記 13 1| 亞伯蘭tùi埃及上去，伊kap伊ê bó͘ kap伊所有ê，連羅得，lóng去南地。
創世記 13 2| 亞伯蘭ê牛、銀、金真chōe。
創世記 13 3| 伊tùi南地漸漸去Pek-te̍k-lī，到Pek-te̍k-lī kap Ai ê中間，早前搭布棚ê所在；
創世記 13 4| 到伊起頭起壇ê所在；亞伯蘭tī-hia求叫耶和華ê名。
創世記 13 5| Kap亞伯蘭同行ê羅得亦有羊群、牛群、布棚。
創世記 13 6| Hit-ê地就bōe容允得in相kap khiā；因為in ê財物chōe，in chiah bōe會相kap khiā。
創世記 13 7| 亞伯蘭ê牧者kap羅得ê牧者相爭；當時迦南人kap Pí-lī-sé人tī hit-ê地khiā起。
創世記 13 8| 亞伯蘭kā羅得講，你我m̄-thang冤家，你ê牧者kap我ê牧者亦m̄-thang冤家；因為咱是骨肉ê 親。
創世記 13 9| 全地kiám無tī你ê目睭前mah？請你離開我；你tò-pêng，我就chiàⁿ-pêng；你chiàⁿ-pêng，我就tò-pêng。
創世記 13 10| 羅得kia̍h目看約旦河一遍ê平洋，直到Só-jíⁿ ê路，lóng真潤澤；hit-ê地tī耶和華未滅所多瑪蛾摩拉以前，親像耶和華ê園，亦親像埃及ê地。
創世記 13 11| Tùi án-ni羅得揀約旦河一遍ê平洋，遷徙去東勢；in就大家分開。
創世記 13 12| 亞伯蘭khiā起迦南地，羅得khiā起平洋chiah-ê城；徙伊ê布棚到所多瑪。
創世記 13 13| 所多瑪人極pháiⁿ，大大得罪耶和華。
創世記 13 14| 羅得離別了後，耶和華對亞伯蘭講，你kia̍h目，tùi你所tiàm ê所在，ǹg東西南北來看；
創世記 13 15| 因為你所看見一切ê地，我lóng beh hō͘你，kap你ê後裔，直到永遠。
創世記 13 16| 我亦beh hō͘你ê後裔親像地上ê土砂；人若能算地上ê土砂，chiah能算你ê後裔。
創世記 13 17| 你起來遍行chit-ê地ê橫直，因為我beh將chit-ê地hō͘你。
創世記 13 18| 亞伯蘭就搬徙布棚到Hi-pek-lûn，óa Bān-lī hiah-ê橡樹khiā起；tī-hia為耶和華起一座壇。
創世記 14 1| 當Àm-la̍h-hui做Sī-ná王，A-lio̍k做Í-la̍h-sat王，Ki-tāi-ló-má做Í-lân王，Thê-ta̍t做Ko-ìn王 ê時，
創世記 14 2| in來攻擊所多瑪王Pí-la̍h，蛾摩拉王Pí-sa，Ap-má王Sī-la̍p，Sé-phian王Sī-bí-pia̍t，以及Pí-la̍h王(Pí-la̍h就是Só-jíⁿ)
創世記 14 3| In lóng聚會tī Se-têng ê山谷；Se-têng山谷就是鹽海。
創世記 14 4| In服事Ki-tāi-ló-má十二年久；到十三年背叛。
創世記 14 5| 十四年，Ki-tāi-ló-má，kap同會盟chiah-ê王，lóng來，tī A-te̍k-lu̍t-ka-lêng thâi贏Lí-hoa̍t-im人，tī Hâm So͘-se人，tī Sa-bî-ki-lia̍t-têng Í-bí人，
創世記 14 6| tī Hô-lī人ê Se-jíⁿ山Hô-lī人，到近tī曠野ê Í-le̍k-pa-lân。
創世記 14 7| In 倒tńg到An-bi̍t-pa，就是Ka-te-su，攻擊A-má-le̍k全地，kap khiā起tī Hap-sé-sūn-tha-má ê A-mô͘-lī人。
創世記 14 8| Tùi hit-tia̍p所多瑪王、蛾摩拉王、Ap-má王、Sé-phian王、Pí-la̍h 王，(Pí-la̍h就是Só-jíⁿ) ，lóng出來tī Se-têng ê山谷排陣，kap in交戰；
創世記 14 9| 就是kap Í-lân王 Ki-tāi-ló-má，Ko-ìn王 Thê-ta̍t，Sī-ná王Àm-la̍h-hui，Í-la̍h-sat王A-lio̍k交戰；四個王對敵五個王。
創世記 14 10| Se-têng山谷lóng是石油坑；所多瑪、蛾摩拉chiah-ê王逃走，跋(撥8) tī-hia；其餘ê走上山。
創世記 14 11| In就將所多瑪、蛾摩拉ê財物，以及in ê乾糧lóng搶，做in去。
創世記 14 12| Koh將亞伯蘭ê姪羅得，kap伊ê財物搶去；hit時羅得tòa tī所多瑪。
創世記 14 13| 有一個逃走ê人來kā希伯來人亞伯蘭講；hit時亞伯蘭khiā起tī A-mô͘-lī人Bān-lī ê橡樹hit所在，Bān-lī kap Í-si̍t-kok kap A-nái lóng是兄弟，有kap亞伯蘭聯盟。
創世記 14 14| 亞伯蘭聽見伊ê姪hō͘人掠去，就chhōa生養tī伊ê家裡精練ê壯丁，三百十八人，追jip到Tàn。
創世記 14 15| 伊kap伊ê奴僕透暝分隊，攻擊in；tui到大馬色tò-pêng ê Hô-pa。
創世記 14 16| 將一切ê財物搶倒tńg，連伊ê姪á羅得kap伊ê財物，以及婦女百姓，亦lóng搶倒tńg。
創世記 14 17| 亞伯蘭thâi贏Ki-tāi-ló-má，以及kap伊做陣chiah-ê王，tò來ê時，所多瑪王出來，到Sa-bí ê山谷，迎接伊；Sa-bí ê山谷就是王ê山谷。
創世記 14 18| 亦有Sat-léng王 Be̍k-ki-sé-tek帶餅kap酒出來；伊是至koân[ê]上帝ê祭司；
創世記 14 19| 祝福伊講，願天地ê主，至koânê上帝賜福亞伯蘭。
創世記 14 20| 至koânê上帝將對敵交tī你ê手，應該o-ló伊。亞伯蘭將lóng總所得tio̍h-ê，十份the̍h一份hō͘ 伊。
創世記 14 21| 所多瑪王 kā亞伯蘭講，將人歸我；物lóng hō͘你。
創世記 14 22| 亞伯蘭kā所多瑪王講，我有kí天地ê主至koânê上帝耶和華來chiù-chōa，
創世記 14 23| 凡若你ê物，就一條線、一條鞋帶，我lóng m̄-the̍h，免得你講，我hō͘亞伯蘭好額；
創世記 14 24| 只有少年人所食ê，以及kap我同行ê人A-nái、Í-si̍t-kok、Bān-lī，所應得ê份額，thang chhut-chāi in the̍h。
創世記 15 1| Chiah-ê tāi-chì了後，耶和華ê話tī異象中臨到亞伯蘭，講，亞伯蘭ah，你m̄免驚，我是你ê藤牌，是你極大ê報賞。
創世記 15 2| 亞伯蘭講，主耶和華ah，你beh hō͘我甚麼，我已經無kiáⁿ；承接我ê家業ê，就是大馬色人Í-lī-í-siā？
創世記 15 3| 亞伯蘭koh講，你無hō͘我有後裔，hit-ê生tī我家內ê是我ê後嗣。
創世記 15 4| 耶和華koh臨到，kā伊講，Chit人m̄是beh做你ê後嗣；對你本身出ê，chiah是做你ê後嗣。
創世記 15 5| 就chhōa伊出去外面講，你看天，算hiah-ê 星，你算能了á-bōe；koh對伊講，你ê後裔亦beh親像án-ni。
創世記 15 6| 亞伯蘭信耶和華；伊就kā伊算做義。
創世記 15 7| Koh對伊講，我是耶和華，bat chhōa你出Ka-le̍k-tí ê Jíⁿ城，為tio̍h beh將chit-ê地hō͘你做業。
創世記 15 8| 亞伯蘭講，主耶和華ah，我怎樣會知beh得tio̍h chit-ê地做業ah？
創世記 15 9| 伊kā伊講，你kā我取一隻三年母ê牛，一隻三年母ê山羊，一隻三年公ê綿羊，一隻ka-chui，一隻鴿á。
創世記 15 10| 伊就取chiah-ê物來，ta̍k樣tùi中破開做兩pêng，chit-pêng kap hit-pêng排相對；只有鳥無破開。
創世記 15 11| 有鷹鳥落來tī死ê cheng-siⁿ ê頂面；亞伯蘭就趕伊去。
創世記 15 12| 日beh落ê時，亞伯蘭睏重眠；忽然有真烏暗ê大驚惶到tī伊。
創世記 15 13| 耶和華對亞伯蘭講，你的確tio̍h知，你ê後裔beh出外tī別人ê地，koh服事hit位ê人；hit位ê人beh苦楚in四百年。
創世記 15 14| In所beh服事ê國，我beh辦in；後來in beh帶chōe-chōe財物tùi-hia出來。
創世記 15 15| 你beh安然tò祖，食長歲壽，hō͘人埋葬。
創世記 15 16| 到第四代，in beh tò來chia；因為A-mô͘-lī族ê罪iáu未貫滿。
創世記 15 17| 日落天暗，有出煙ê爐，kap teh-to̍h ê火把，tùi hiah-ê破pêng ê肉經過。
創世記 15 18| 當hit日，耶和華kap亞伯蘭立約，講，我有將chit-ê地，tùi埃及河到hit-ê大河，就是Pek-lat河，hō͘你ê後裔；
創世記 15 19| 就是Ki-nî、Ki-nî-sé、Kah-mô͘-nî，
創世記 15 20| Hek、Pí-lī-sé、Lí-hoa̍t-im，
創世記 15 21| A-mô͘-lī、迦南、Kek-ka-sat、Iâ-pò͘-su，chiah-ê族ê地。
創世記 16 1| 亞伯蘭ê bó͘撒萊無kā伊生kiáⁿ；伊有一個女婢名夏甲；是埃及人。
創世記 16 2| 撒萊kā亞伯蘭講，耶和華禁我生kiáⁿ；請你kap我ê女婢同房；kiám-chhái我thang tùi伊得tio̍h gín-á。亞伯蘭聽thàn撒萊ê話。
創世記 16 3| Tùi hit-tia̍p，亞伯蘭ê bó͘撒萊將伊ê女婢埃及人夏甲hō͘伊丈夫亞伯蘭做bó͘；hit時亞伯蘭已經tòa迦南十年。
創世記 16 4| 伊kap夏甲同房，夏甲就懷孕；伊知家己有身，就看輕主母。
創世記 16 5| 撒萊kā亞伯蘭講，我ê冤枉歸tī你；我將我ê女婢hē tī你ê心懷中；伊看家己有娠，就看輕我；願耶和華tī你我ê中間判斷。
創世記 16 6| 亞伯蘭對撒萊講，你ê女婢tī你ê手，你thang隨意款待伊。撒萊苦楚伊，伊就tùi撒萊ê面前逃走。
創世記 16 7| 耶和華ê使者tú-tio̍h伊tī曠野ê水泉邊；hit-ê水泉tī Su-jíⁿ ê路上。
創世記 16 8| 對伊講，撒萊ê女婢夏甲，你tùi tah-lo̍h來？beh tah-lo̍h去？伊講，我tùi我ê主母撒萊ê面前走出來。
創世記 16 9| 耶和華ê使者對伊講，你tò去你ê主母hia，降服tī伊ê手下。
創世記 16 10| 耶和華ê使者koh對伊講，我beh hō͘你ê後裔極其chōe，甚至bōe算得。
創世記 16 11| 耶和華ê使者koh對伊講，你taⁿ懷孕，beh生一個kiáⁿ，tio̍h kā伊號名以實瑪利，因為耶和華聽見你ê苦情。
創世記 16 12| 伊做人beh親像野驢，伊ê手beh攻擊眾人，眾人ê手beh攻擊伊；伊beh khiā起tī眾兄弟ê頭前。
創世記 16 13| 夏甲就稱hit-ê對伊講話ê耶和華ê名講，你是看見ta̍k項ê上帝；因為講，連tī-chia我亦看見hit-ê看見我ê mah？
創世記 16 14| 所以chit-ê井名叫Pí-jíⁿ-la̍h-hái-lâi，就是Ka-te-su kap Pa-lia̍t ê中間。
創世記 16 15| 後來夏甲kā亞伯蘭生一個kiáⁿ；亞伯蘭kā伊ê kiáⁿ號名叫以實瑪利，就是夏甲所生ê。
創世記 16 16| 夏甲kā亞伯蘭生以實瑪利ê時，亞伯蘭八十六歲。
創世記 17 1| 亞伯蘭九十九歲ê時，耶和華對亞伯蘭顯現，kā伊講，我是全能ê上帝，你tī我ê面前行做tio̍h完全。
創世記 17 2| 我beh kap你立我ê約，hō͘你ê後裔極其chōe。
創世記 17 3| 亞伯蘭就仆落tī地裡；上帝koh kap伊講話，講，
創世記 17 4| 我kap你立我ê約，你beh做chōe-chōe國ê父。
創世記 17 5| Tùi taⁿ以後，你ê名無koh叫做亞伯蘭，是beh叫做亞伯拉罕，因為我已經立你做chōe-chōe 國ê父。
創世記 17 6| 我beh hō͘你ê後裔極其chōe，國度tùi你來立，君王tùi你來出。
創世記 17 7| 我beh kap你，以及你歷代ê後裔，設立我ê約做永遠ê約；是beh做你kap你ê後裔ê上帝。
創世記 17 8| 我beh將你現在出外ê地，就是迦南全地，賞賜你kap你ê後裔，做永遠ê業；我亦beh做in ê上帝。
創世記 17 9| 上帝koh對亞伯拉罕講，你kap你ê後裔tio̍h歷代遵守我ê約。
創世記 17 10| Lín中間所有ê ta-po͘-ê，lóng tio̍h受割禮；這就是我kap你以及你ê後裔所立ê約，是lín所tio̍h遵守ê。
創世記 17 11| Lín tio̍h割lín陽物ê皮；這是beh做我kap lín所立ê約ê記號。
創世記 17 12| Lín歷代ê ta-po͘-ê，無論家內生ê，á是你ê後裔以外，用銀tùi外面人買ê，已經出世八日，lóng tio̍h受割禮。
創世記 17 13| 你家內生ê，kap你用銀買ê，lóng的確tio̍h受割禮；án-ni我ê約beh hē tī lín ê身上，做永遠ê約。
